20.59,6.77,313
20.03,6.7,307
20.71,7.45,314
20.32,6.82,292
19.99,6.54,294
20.67,7.08,289
20.42,7.4,299
20.71,6.53,293
20.09,6.98,293
20.76,6.66,294
20.45,7.28,287
20.06,7.47,304
20.86,6.83,299
20.69,6.85,299
20.66,6.76,311
20.23,6.85,289
20.17,7.49,303
20.57,6.85,308
20.77,7.36,289
20.35,6.96,310
20.47,7.23,287
20.67,7.23,300
20.74,7.32,309
20.79,6.71,291
20.13,6.94,289
20.84,7.11,300
20.45,6.66,294
20.83,6.91,306
20.77,6.82,315
20.4,7.29,303
20.28,6.55,298
20.77,6.77,288
20.39,7.14,300
19.99,7.41,311
20.8,7.22,315
20.39,6.69,295
20.45,7.04,313
20.64,6.68,298
20.2,6.62,297
20.1,7.03,288
20.09,7.3,313
20.16,6.6,294
20.44,7.14,308
20.8,6.99,311
20.75,6.74,302
20.31,6.79,308
20.31,6.71,288
20.39,7.3,297
19.98,6.83,293
20.64,7.42,290
20.86,7.08,315
20.37,6.54,303
20.75,7.27,307
20.77,7.35,314
20.87,7.27,293
20.56,6.85,295
20.35,6.85,307
20.15,6.82,299
20.43,6.9,301
20.61,6.9,293
20.32,6.68,310
20.12,6.66,298
20.25,7.31,308
20.86,6.86,308
20.29,7.29,309
20.57,6.82,287
19.98,6.79,298
20.85,7.09,291
20.62,6.98,291
20.84,7.45,305
20.26,6.94,297
20.05,6.95,305
20.24,6.71,302
20.62,6.68,311
20.63,7.25,291
20.82,7.19,292
20.5,7.44,298
20.39,6.86,287
20.1,6.9,301
20.78,7.31,305
20.18,7.28,287
20.04,7.2,287
20.4,7.46,298
20.19,6.55,288
20.06,7.18,308
20.72,7.39,309
20.3,7.32,300
20.51,7.14,304
20.15,7.1,297
20.28,7.21,296
20.23,7.1,301
20.39,6.53,299
20.19,6.56,312
20.63,7.46,307
20.48,6.68,311
20.84,6.83,315
20.38,7.15,310
20.12,7.05,295
20.19,6.62,297
20.7,7.43,309
20.86,7.34,313
20.43,6.55,302
20.37,7.25,304
20.57,6.78,291
20.61,7.14,305
20.63,7.48,313
20.16,6.89,293
20.65,7.29,309
20.02,7.3,291
20.77,7.39,291
20.8,6.92,296
20.3,6.5,308
20.56,6.97,290
20.82,7.28,298
20.19,6.91,288
20.53,6.9,291
20.66,7,308
20.7,7.22,289
20.81,7.25,299
20.68,6.51,301
20.69,6.76,306
20.78,7.46,305
20.36,6.65,289
20.41,7.1,289
20.82,7.1,295
20.45,7.19,309
20.87,7,292
20.37,7.22,297
20.84,7.11,293
20.74,6.97,315
20.27,7.06,308
20.11,7.43,303
20.81,7.33,306
20.75,7.03,307
20.69,7.34,308
20.26,6.91,313
20.67,6.78,295
20.24,7.43,303
20.04,6.68,298
20.01,6.54,300
20.59,7.19,299
20.07,7.31,303
20.62,7.49,292
20.61,7.31,308
20.57,6.76,302
20.12,7.3,294
20.5,6.7,303
20.63,7.5,295
20.68,6.56,297
19.98,6.55,288
20.86,6.92,298
20.77,7.43,288
20.8,6.65,296
20.68,6.71,292
20.57,6.61,288
20.03,7.11,290
20.47,7.13,315
20.1,6.88,307
20.09,6.63,300
20.57,6.98,290
20.67,6.69,300
20.88,6.94,311
20.29,6.58,314
20.79,6.8,311
20.77,6.53,308
20.84,6.51,305
20.89,6.56,290
20.29,6.72,296
20.17,6.74,289
20.73,7.1,301
20.01,7.14,308
20.35,6.59,310
20.54,7.2,310
20.05,6.99,315
20.6,7.45,314
20.57,7.29,290
20.13,6.69,301
20.61,7.2,313
20.02,6.81,303
20.03,6.75,312
20.38,6.84,289
20.12,6.83,291
20.69,7.27,305
20.59,6.75,298
20.48,7.12,297
20.04,6.81,303
20.67,6.81,290
20.41,7.48,295
20.19,6.77,309
20.46,7.2,301
20.5,6.68,296
20.85,6.52,297
20.65,6.82,312
20.31,6.79,305
20.26,7.15,295
20.67,6.85,302
20.34,6.69,289
20.48,7.3,298
20.27,6.87,314
20.79,7.05,305
20.4,6.87,288
20.07,7.09,300
20.06,6.83,309
20.57,6.92,296
20.14,7.02,302
20.35,6.7,306
20.19,7.29,292
20.32,7.05,287
20.8,6.53,310
20.87,7.03,287
20.4,6.66,288
20.83,6.62,292
20.53,6.57,289
20.19,6.78,290
20.35,6.63,294
20.85,6.74,309
20.27,7.01,293
20.02,7.22,296
20.3,6.84,293
20.7,6.64,312
20.57,6.82,296
20.6,6.66,305
20.64,7.1,290
20.46,6.62,293
20.45,6.61,306
20.67,7.15,288
20.18,7.27,295
20.1,6.56,293
20.08,6.6,314
20.02,6.6,287
20.61,7.17,315
20.3,6.92,297
20.22,6.71,287
20.62,6.8,290
20.08,6.6,296
20.15,6.86,300
20.73,7.3,308
20.42,6.97,309
20.06,6.92,289
20.48,6.51,297
20.04,7.07,290
20.15,6.94,288
20.74,6.93,304
20.67,7.17,300
20.8,6.82,293
20.8,7.04,313
20.77,6.94,308
20.29,6.87,291
20.58,6.67,304
20.69,6.63,299
20.74,6.73,302
20.74,6.7,310
20.87,7.22,298
20.27,7.4,302
20.75,6.96,292
20.66,7.19,292
20.52,7.08,305
20.83,7.42,296
20.16,7,314
20.49,7.5,298
20.89,6.57,313
20.74,6.98,300
20.39,7.48,299
20.7,7.27,291
20.08,7.12,308
20.36,6.63,298
20.18,6.95,311
20.33,7.02,297
20.47,6.76,312
20.79,6.79,315
20.41,7.33,303
20.01,6.99,301
20.58,6.5,291
20.05,7.14,311
20.8,7.02,294
20.43,7.03,309
20.43,7.34,305
20.44,6.84,312
20.88,7.44,309
20.87,6.87,288
20.01,6.57,305
20.46,7.34,302
20.4,7.31,314
20.04,7.31,313
20.23,6.65,301
20.48,6.73,295
20.61,6.74,315
20.4,7.12,308
20.43,6.61,313
20.09,7.1,296
20.63,6.9,293
20.5,7.03,300
20.41,7.4,292
20.6,7.1,310
20.73,6.98,288
20.39,7.02,314
20.76,6.88,312
20.33,7.05,288
20.84,7.13,296
20.34,7.47,289
20.07,6.51,301
20.47,7.48,309
20.64,7.09,305
20.54,7.32,309
20.74,7.29,309
20.31,6.92,291
20.23,7.35,289
20.73,6.75,296
20.17,7.21,289
20.54,6.51,309
20.83,6.5,311
20.86,6.63,315
20.81,7.32,305
20.07,6.73,305
20.32,7.07,292
20.42,7.3,295
20.59,6.56,315
20.71,7.34,314
20.42,6.99,310
20.01,7.46,291
20.71,7.04,300
20.43,6.6,309
20.77,6.84,315
20.22,6.6,291
20.73,6.99,303
20.76,7,308
20.68,6.88,304
20.58,6.51,302
20.83,7.11,296
20.28,6.73,298
20.07,6.58,299
20.67,7.35,294
20.3,6.96,297
20.59,7.46,311
20.32,7.44,314
20.81,6.79,291
20.12,6.77,309
20.81,7.04,305
20.86,7.15,300
20.34,6.63,313
20.27,7.07,304
20.19,7.49,295
20.8,7.35,297
20.43,6.65,309
20.48,7.45,306
20.21,6.83,289
20.06,7.22,300
20.33,6.51,301
20.33,7.07,310
20.62,7.05,307
20.81,6.97,294
20.15,6.81,291
20.63,7.17,301
20.32,7.13,315
20.81,7.38,303
20.01,6.68,289
20.46,6.6,289
20.46,6.82,306
20.83,7.43,306
20.73,6.76,288
20.15,7.21,300
20.87,6.75,307
20.11,6.93,311
20.27,7.18,287
20.55,7.38,315
20.56,6.63,307
20.03,6.57,300
20.03,7.11,294
20.02,7.47,294
20.78,6.63,298
20.46,7.23,312
20.22,6.78,306
20.71,6.89,296
20.08,6.96,311
20.03,6.6,294
20.83,7.12,292
20.7,7.05,298
20.86,7.16,315
20.59,6.66,306
20.18,6.9,307
20.32,6.87,288
20.14,6.76,292
20.69,6.79,291
20.1,6.69,295
20.72,7.22,297
20.38,7.37,315
20.74,7.4,311
20.81,7.13,310
20.67,6.79,313
20.75,7.27,296
20.82,6.57,301
20.39,7.42,296
20.54,7.12,304
20.21,7.29,315
20.25,6.64,304
20.49,6.81,300
20.09,7.19,293
20.5,7.42,298
20.2,6.78,288
20.69,6.64,295
20.4,7.36,311
20.4,7.33,300
20.37,6.67,309
20.33,6.52,300
20.67,7.09,292
20.26,7.17,308
20.73,6.67,291
20.43,6.58,299
20.01,6.98,312
20.39,6.75,295
20.29,7.45,288
20.3,6.67,300
20.32,6.72,291
20.5,7.32,311
20.84,6.73,312
20.13,7.38,295
20.14,7.44,294
20.6,7.48,306
20.06,7.49,302
20.8,6.79,297
20.6,7.08,291
20.34,6.6,313
20.76,7.32,300
20.03,6.51,305
20.27,7.43,300
20.09,7.2,302
20.51,6.56,291
20.57,6.9,291
20.66,7.31,310
20.58,6.63,303
20.22,6.74,301
20.65,7.44,305
20.66,6.97,313
20.79,6.85,304
20.55,7.32,309
20.09,6.75,306
20.39,7.5,305
20.76,6.82,315
20.17,6.77,293
20.6,6.67,313
20.86,6.69,296
20.48,7.12,300
20.02,7.38,305
20.28,7.08,288
20.42,6.64,289
20.31,7,297
20.53,7.12,300
20.64,6.5,304
20.58,7.45,315
20.03,7.07,291
20.58,6.78,292
20.48,7.46,290
20.75,7.48,311
20.74,6.72,313
20.16,6.89,291
20.54,7.3,293
20.04,7.48,292
20.08,6.71,299
20.61,6.72,307
20.7,6.89,304
20.02,7.32,288
20,6.52,288
20.37,7.22,306
20.23,6.89,308
20.5,6.87,287
20.49,6.78,297
20.42,6.89,297
20.3,6.96,298
20.19,6.77,292
20.72,7.37,298
20.66,6.96,290
20.79,7.04,308
20.12,6.97,307
20.49,6.73,294
20.47,6.82,306
20.83,7.06,290
20.49,7.35,315
19.99,7.18,290
20.83,7.26,303
20.53,6.92,289
20.44,7.46,304
20.73,7.36,309
20.68,6.63,303
20.55,6.76,306
20.21,7.08,311
20.3,6.77,301
20.23,7.14,304
20.73,6.6,314
20.44,7.27,295
20.13,6.93,306
20.02,7.38,297
20.19,6.96,309
20.2,7.32,293
20.61,6.95,304
20.41,7.49,287
20.37,7.45,293
20.81,6.54,287
20.29,6.57,289
20.69,7.13,313
20.39,7.32,295
20.29,6.9,306
20.03,7.23,291
20.3,7.44,315
20.08,6.84,301
20.5,7.04,291
20.02,6.96,288
20.55,7.42,292
20.88,6.8,303
20.8,6.59,298
20.74,7.07,301
20.73,6.61,303
20.89,7.03,299
20.57,7.32,301
20.13,7.07,309
20.37,7.09,310
20.1,7.31,289
20.51,6.51,312
20.71,6.8,299
20.82,7.5,305
20.71,6.52,295
20.56,6.73,310
20.36,7.37,291
20.28,7.12,302
20.52,7.08,310
20.36,7.41,302
20.12,6.58,287
20.06,6.66,310
20.8,7.08,299
20.59,6.79,290
20.5,7.03,295
20.04,6.66,309
20.22,6.73,298
20.47,7.37,293
20.6,7.26,315
20.65,6.61,289
20.66,7.14,289
19.98,7.46,304
20.51,7.12,301
20.37,6.96,304
20.13,7.35,305
20.19,7.18,295
20.75,6.91,298
20.41,6.92,297
20.33,7.01,310
20.89,6.66,289
20.39,6.63,295
20.76,6.93,305
20.12,7.09,304
20.8,7.22,293
20.86,6.56,304
20.24,6.92,311
20.1,7.09,288
20.58,6.64,306
20.13,7.36,295
20.26,6.88,304
20.16,7,300
20.43,6.84,312
20.8,6.62,302
20.22,6.96,292
20.02,7.22,315
20.03,7.11,308
20.3,6.64,313
20.28,7.2,309
20.49,6.67,300
20.47,7.42,315
20.17,6.85,298
20.7,6.95,305
20.61,6.9,308
20.19,7.4,301
20.74,7.08,304
20.38,6.73,289
20.69,6.6,301
20.68,7.46,303
20.65,6.65,301
20.44,6.54,290
20.18,6.51,315
20.45,7.43,306
20.34,6.86,292
20.7,7.5,311
20.79,7.15,298
20.14,7.35,292
20.73,6.86,305
20.33,7.48,309
20.6,7.4,287
20.32,6.63,310
20.03,6.62,302
20.09,6.96,301
20.34,7.19,296
20.11,7.23,298
20.42,7.2,287
20.72,6.97,293
20.22,6.75,290
20.31,6.61,305
20.69,6.63,299
20.59,6.53,287
20.07,7.11,308
20.31,6.91,295
20.1,6.87,305
20.58,6.92,304
20.09,7.1,314
20.86,7.49,308
20.79,7.2,307
20.18,6.95,300
20.57,7.09,313
20.47,6.86,290
20.22,7.36,289
20.03,6.9,300
20.86,7.48,289
20.23,7.01,292
20.61,6.8,308
20.62,6.91,308
20.88,7.43,288
20.79,7.01,302
20.14,7.05,295
20.23,7.07,305
20.23,6.63,287
20.23,6.75,301
20.43,6.64,314
20.61,7.23,307
20.4,7.22,298
20.54,7.3,309
20.89,6.64,307
20.28,6.91,312
19.99,6.64,313
20.62,6.68,296
20.73,6.89,290
20.86,7.01,311
20.46,6.7,300
20.43,6.93,305
20.44,7.04,287
20.05,7.48,310
20.05,6.56,292
20.88,6.74,288
20.05,7.48,312
20.19,7.04,293
20.6,7.43,309
20.67,7.2,292
20.08,6.64,306
20.49,7.05,305
20.47,7.05,307
20.43,6.78,305
20.35,7.3,315
20.18,7.36,295
20.37,7.02,300
20.24,7.01,292
20.49,6.6,298
20.18,7.15,295
20.48,6.97,312
20.38,7.42,313
20.45,7.26,300
20.04,7.12,290
20.18,6.91,313
20.52,6.72,300
20.31,7.26,302
20.08,6.73,294
20.53,6.92,306
20.58,7.38,294
20.45,7.11,301
20.03,7.08,289
20.57,6.83,313
20.77,7.17,312
20.38,6.52,312
20.78,6.72,290
20.12,6.65,296
20.03,7.11,295
20.18,7.36,294
20.63,6.81,307
20.21,6.64,296
20.54,6.93,293
20.79,7.14,310
20.2,7.17,310
20.3,7.06,312
20.73,7.47,292
20.24,6.8,287
20.1,6.85,302
20.69,7.29,291
20.12,6.92,303
20.53,6.79,313
20.86,6.7,312
20.3,6.56,288
20.13,7.2,315
20.48,6.64,310
20.46,6.53,300
20.54,6.68,296
20.41,7.08,297
20.4,7.4,289
20.04,7.3,306
20.58,7.14,297
20.77,6.96,308
20.77,7.34,292
20.27,6.8,292
20.23,6.88,312
20.5,6.78,306
20.11,6.92,305
20.7,7.08,305
20.7,7.41,289
20.37,6.57,295
20.46,6.91,299
20.73,7.25,315
20.22,6.55,315
20.48,6.55,287
20.89,7.48,294
20.37,6.97,311
20.18,7.07,293
20.12,7.4,315
20.57,7,294
20.16,7.38,288
20.72,7.15,302
20.36,7.24,312
20.33,7.3,302
20.35,6.57,306
20.55,6.61,289
20.73,6.57,288
20.68,6.69,301
20.8,7.09,296
20.89,6.78,303
20.11,6.93,289
20.83,6.83,288
20.57,6.89,293
20.77,6.6,299
20.11,6.92,314
20.36,6.61,306
19.98,7,295
20,6.68,294
20.08,6.72,288
20.59,6.93,312
20.46,7.13,295
20.32,7.48,311
20.11,6.56,301
20.54,6.62,311
20.17,7.23,292
20.83,6.6,288
20.54,6.9,300
20.79,7.02,310
20.29,6.96,305
20.8,7.17,289
20.73,6.72,291
20.36,7.26,303
20.5,6.97,288
20.19,6.76,288
20.17,7.34,311
20.72,7.1,294
20.47,6.99,301
20.85,6.95,302
20.53,7.34,302
20.03,7.28,295
19.99,7.07,298
20.11,6.9,291
20.8,7.3,308
20.11,6.51,290
20.48,7.38,288
20.67,7.17,310
20.66,7.19,292
20.53,7.36,311
20.88,6.85,315
20.28,7.44,304
20.85,7.16,291
20.09,6.95,314
20.65,6.9,308
20.22,6.83,289
20.71,6.97,290
20.57,6.67,302
20.16,7.32,297
20.57,6.58,291
20.34,7.13,309
20.55,6.77,299
20.63,6.82,295
20.87,7.42,296
20.57,6.61,299
20.35,7.32,292
20.81,7.33,301
20.56,6.53,303
20.3,6.99,313
20.68,6.84,297
20.69,7.42,313
20.63,7.2,298
20.16,6.67,314
20,6.8,296
20.11,7.42,292
20.31,6.57,302
20.73,7.05,300
19.99,7.37,288
20.03,7.23,288
20.53,6.64,301
20.86,6.82,289
20.27,7.23,297
20.58,7.18,307
20.75,7.46,301
20.86,7.04,312
20.27,6.6,310
20.78,7.22,305
20.51,7.05,309
20.15,7.32,304
20.54,7.32,287
20.81,6.53,314
20.25,7.49,287
20.54,6.97,292
20.11,6.91,296
20.43,7.06,290
20.19,7.17,299
20.81,7.37,302
20.8,6.51,314
20.22,6.7,306
20.39,6.99,291
20.4,6.69,310
20.31,6.52,287
19.99,6.98,298
20.24,6.67,298
20.54,7.49,310
20.62,7.22,315
20.5,6.94,291
20.34,6.81,310
20.78,7.03,303
20.1,6.64,289
20.56,6.8,310
20.25,7.19,291
20.2,7.23,304
20.6,6.54,306
20.33,7.39,297
20.79,7.27,312
20.71,7.19,297
20.66,7.47,314
20.37,7.11,315
20.74,6.95,311
20.82,7.35,308
20.37,6.65,306
20.34,6.57,308
20.29,7.43,310
20.77,7.18,309
20.01,7.41,313
20.39,7.32,302
20.15,7.19,305
20.43,7.47,306
20.69,7.06,294
20.84,6.51,315
20.67,7.26,306
20.72,7.42,287
20.65,6.73,312
20.5,7.26,309
20.84,6.71,290
20.18,6.83,297
20.39,7.07,301
20.72,7.41,288
20.41,6.87,303
20.11,7.11,302
20.81,7.23,312
20.34,7.35,291
20.4,6.9,295
20.06,7.21,300
20.41,6.92,315
20.82,6.54,314
20.22,7.25,292
20.55,6.81,306
20.8,6.63,305
20.82,6.69,298
20.71,7.06,302
20.07,7.03,295
20.47,6.9,306
20.78,7.43,304
20.66,7.41,300
20.61,6.7,288
20.82,7.13,290
20.85,6.96,295
20,6.87,294
20.63,7.44,299
20.03,7.34,288
20.15,6.9,295
20.81,6.95,295
20.03,7.2,302
20.6,7.37,299
20.53,6.77,298
20.27,6.72,298
20,7.29,301
20.29,6.51,300
20.08,7.48,303
20.77,6.71,304
20.38,6.97,300
20.7,7.32,291
20.62,6.86,314
20.78,6.52,287
20.84,7.22,292
20.86,7.28,314
20.82,7.34,309
20.77,7.42,310
20.13,6.58,302
20.73,6.81,295
20.28,6.74,292
20.88,6.9,304
20.21,6.77,307
20.1,6.78,313
20.75,6.52,309
20.08,6.71,301
20.65,7.43,310
20.1,7.35,294
20.52,7.32,292
20.88,6.83,304
20.88,6.66,288
20.82,7.19,298
20.39,7.44,300
20.37,6.71,303
20.26,7.15,289
20.88,6.51,297
20.25,6.73,310
20.35,7.39,311
20.05,6.51,298
20.55,6.55,309
20.45,6.58,303
20.24,6.92,299
20.39,7.49,302
20.3,6.5,310
20.34,6.89,300
20.14,7.38,306
20.85,6.51,312
19.99,7.49,315
20.36,6.78,303
20.42,7.13,309
20.09,6.63,304
20.34,7.08,306
20.23,6.91,308
20.71,7.41,312
20.73,7.25,307
20.67,7.26,294
20.28,6.51,287
20.22,7.21,289
20.52,6.69,293
20.77,6.56,299
20.45,6.79,298
20.46,7.36,308
20.11,7.3,311
20.59,7.23,306
20.64,7.23,300
20.11,6.82,314
20.24,6.57,309
20.74,6.76,302
20.84,7.33,308
20.79,7.1,305
20,7.19,296
20.59,7.19,291
20.12,6.94,314
20.56,7.12,292
20.43,7.44,307
20.18,7.03,302
20.81,6.66,307
20.41,7.05,299
20.1,6.91,315
20.44,6.53,298
20.34,7.3,297
20.56,7.03,299
20.68,6.67,295
20.76,7.35,302
20.22,7.42,293
20.38,6.9,315
20.42,7.39,306
20.83,7.2,298
20.42,7.09,310
20.55,7.43,289
20.5,7.19,310
20.56,7.42,298
20.81,6.75,289
20.21,7.4,314
20.5,7.23,297
20.3,7.17,305
20.52,7.09,295
20.17,7.48,307
20.08,6.86,306
20.82,6.64,314
20.36,7.32,309
20.37,6.55,312
20.24,6.91,299
20.42,7.02,312
20.87,6.64,291
20.72,7.22,315
20.27,6.61,304
20.66,6.67,301
20.47,7.39,292
20.8,7.39,290
19.99,6.68,308
20.85,6.93,301
20.11,6.59,314
20.37,7.03,304
20.23,7.23,312
20.72,7.19,296
20.17,7.08,291
20.61,7.28,292
20.52,7.48,292
20,7.36,291
20.55,6.85,314
20.69,6.76,292
20.75,6.78,302
20.1,7.27,287
20.66,6.56,291
20.44,6.96,315
20.65,7.18,291
20.1,7.16,308
19.98,6.9,307
20.02,6.84,307
20.84,7.41,294
20.14,6.59,300
20.35,7.08,309
20.72,7.18,311
20.33,6.93,307
20.19,6.71,314
20.24,6.95,310
20.62,7.06,312
20.38,7.45,300
20.36,6.6,306
20.86,7.32,315
20.54,7.45,290
20.38,7.2,290
20.62,6.67,294
20,6.62,310
20.06,6.8,309
20.53,7.05,315
20.1,6.58,287
20.5,7.43,294
19.99,6.91,299
20.45,6.9,293
20.06,7.47,300
20.2,7.47,299
20.41,6.51,289
20.15,6.79,302
20.72,6.58,296
20.29,6.57,294
20.8,7.18,304
20.58,7.11,291
20.75,7.27,303
20.79,7.15,299
20.08,7.16,296
20.46,6.98,289
20.25,6.99,291
20.22,7.09,293
20.38,7.05,296
20.41,7.07,310
20.58,6.79,300
20.48,7,297
20.73,7.31,309
20.65,6.8,297
20.84,6.9,291
20.2,7.39,313
19.99,7.08,297
20.09,7.33,314
20.51,6.58,292
20.23,6.94,302
20.62,6.57,291
20.18,6.91,301
20.44,7.25,309
20.6,6.55,301
20.19,7.05,309
20.66,6.71,315
20.1,7.44,289
20.31,6.87,314
20.72,7.26,291
20.07,7.45,303
20.87,7.09,293
20.63,6.58,305
20.55,7.26,310
20.45,7.06,289
20.27,6.99,303
20.62,7.27,303
20.37,7.44,306
20.53,6.75,312
20.71,6.92,293
20.25,6.81,295
20.26,7.14,298
20.47,7.16,301
20.13,7.15,299
20.08,6.75,287
20.38,7.45,308
20.07,7.37,309
20.64,7,314
20.79,7.19,296
20.42,6.62,312
20.43,7.22,290
20.26,6.54,315
20.71,6.86,288
20.57,6.8,306
20.27,6.66,313
20.06,7.2,299
20.6,7.4,315
20.32,6.66,308
20.11,6.76,313
20.39,6.91,292
20.55,7.36,292
20.88,6.52,299
20.59,7.22,300
20.56,6.71,313
20.53,6.82,313
20.23,6.84,296
20.28,6.91,310
20.84,6.59,305
19.99,7.13,295
20.26,6.68,287
20.72,6.87,313
20.23,7.32,315
20.46,7.07,307
20.48,6.82,307
20.45,7.45,307
20.66,6.7,296
20.36,7.01,302
20.75,6.67,315
20.72,6.58,302
20.69,6.5,313
20.77,7.5,290
20.09,6.51,299
20.79,7.26,291
20.74,6.51,310
20.04,7.07,299
20.34,6.53,301
20.83,6.78,306
20.18,6.65,310
20.13,6.94,294
20.59,6.85,305
20.58,6.64,315
20.28,6.95,300
20.19,6.74,305
20.02,6.67,291
20.44,6.74,292
20.4,6.82,304
20.72,7.37,315
20.18,6.6,308
20.48,6.61,297
20.63,6.91,311
20.09,7.35,302
20.17,6.75,289
20.66,6.98,309
20.09,7.22,315
20.08,7.04,295
20.67,6.67,305
20.48,7.15,292
20.01,6.59,291
20.47,7.05,312
20.51,7.29,300
20.52,7.09,306
20.48,6.77,307
20.47,7.05,304
20.17,7.44,312
20.06,7.46,308
20.41,6.53,290
20.57,7.2,290
20.09,6.62,294
20.24,7.33,298
20.85,6.61,292
20.24,7.14,292
20.86,6.6,312
20.73,6.85,301
20,6.99,306
20.38,6.66,292
20.29,7.41,288
20.05,6.52,308
20.26,7.46,303
20.81,6.51,298
20.72,7,299
20.51,7.38,308
20.25,7.02,310
20.37,6.55,315
20.77,7.06,293
20.78,7.3,288
20.41,6.93,312
20.43,7.04,297
20.11,7.15,315
20.19,7.36,305
20.82,7.43,292
20.63,6.56,308
20.16,7.45,311
20.45,7.27,297
20.11,6.74,301
20.26,7.4,300
20.1,6.86,289
20.79,7.42,309
20.51,7.04,305
20.63,6.53,308
20.28,6.76,288
20.42,7.29,309
20.79,7.05,287
20.67,6.85,307
20.64,6.56,299
19.99,7.1,289
20.03,7.25,297
20.32,6.93,311
20.32,6.83,303
20.82,6.57,290
20.14,7.42,305
20.64,7.42,302
20.82,7.11,300
20.21,7.45,288
20.12,6.97,287
20.34,7.1,300
20.1,7.25,287
20.2,7.36,290
20.02,7.27,300
20.19,7.11,291
20.09,7.23,310
20.42,6.8,294
20.41,6.68,291
20.2,6.65,304
20.65,7.44,290
20.61,6.83,297
20.03,7.3,310
20.38,7.48,297
20.8,7.35,312
20.16,7.33,315
20.22,6.81,309
20.09,7.05,295
20.14,6.69,313
20.23,6.67,303
20.68,6.7,295
20.69,6.7,308
20.44,7.34,287
20.46,6.83,310
20.74,7.41,297
20.5,7.37,298
20.43,7.1,303
20.02,7.27,298
20.13,6.69,300
